id,number,title,artist,album,year,language
15037,183,smooth-chocolate-(girl-girls-girls),andy whitmore & nat augustin,girl girls girls,2010,
4430,4,a lover's concerto - al hirt live at the al hirt club,al hirt,,'67,english
581,5,"london philharmonic orchestra, sir john pritchard, norma procter, heather harper - he shall feed his flock (air) come unto him, all ye that labour (air)",,the complete christmas collection,,english
1239,5,the vanity set - jump in the grave,,the vanity set,00,english
939,10,diseases,general smiley,dread meets greensleeves: a westside revolution,2008,english
3406,8,"the magic flute: act 1. wie stark ist nicht dein zauberton - schnelle fusse, rascher mut - the magic flute for kids",wolfgang amadeus mozart,,'11,english
10969,4,004-i me mine,laibach,let it be (1997),null,eng.
11043,29,novosibirsk,anne barenz & frank wolff,coming_back:_eine_musikweltreise,1998,german
14284,14,rainy sunday - combo capers,bert kaempfert,,'96,english
10035,002,when you dream (i wonder),snug,i wonder,1999,
16095,013,"le duc d'orleans, de la suite en re mayor. jacques hotteterre (de bach, los beatles y otros mas)",horacio-franco-y-victor-flores,"de bach, los beatles y otros mas",2004,
17828,2,in your nature (david lynch,zola jesus,in your nature,'12,engiish
3211,6,be what you are,,... (1995),null,rus.
7725,20,splish splash - don't stop till you drop: 60 great party hits,bobby darin,,'08,english
1931,b6,the harlequin,alex glasgow,songs of alex glasgow - two,1975,english
10980,018,"funky emergency (jazz brakes, volume 2)",dj food,"jazz brakes, volume 2",1991,
17202,1,itsumonofeng jing,rain book,itsumonofeng jing,2006,japanese
3891,1,001-girls with english accents,fergus & geronimo,unlearn (2011),null,eng.
16525,007,two hearts colide (remix) (the ultimate collection ii (disc 1)),level 42,the ultimate collection ii (disc 1),2005,
18909,3,just squeeze me (but don't tease me),hampton hawes,piano east piano west,1991,english
7747,9,la taniere,armand amar,la jeune fille et les loups,2008,french
5749,11,johnny hates jazz - heart of gold (j. mendelsohn mix),,turn back the clock,89,english
4354,2,"parsifal, wwv 111: act i. verwandlungsmusik - die kompletten opern, volume 10: parsifal, wwv 111",richard wagner,,'05,german
16770,61,track 61 - cut and run,ridley pearson,,'05,english
16939,5,mama he treats your daughter mean - the best of; episode 2,susantedeschi,,'07,english
14417,13,liisa ja eveliina - morri-moykky,,lasten toivekonsertti: 100 suosittua lastenlaulua,95,finnish
14021,003,das geht ab (wir feiern die ganze nacht) (epic chase grand piano edit),frauenarzt & manny marc,das geht ab (wir feiern die ganze nacht),2008,
14042,7,007-a.o.v.,hell's kitchen,chapter 3 triple threat (unknown),null,eng.
11284,3,003-its all coming back to me now (the moran anthem 7 edit),celine dion,its,null,eng.
11591,7,007-message from maria,nicky thomas,images of you (1973),null,eng.
13684,6,the fear in your eyes,gwen stacy,the life life i know,,english
1103,81,081-country raduio (full mix),antony cooper & peter jaksic,identity 2 (unknown),null,eng.
5905,20,y'all come - 75 country & bluegrass hits,bill monroe and the bluegrass boys,,,english
17686,10,010-mr. jarvis lorry's / little joey,andrew & noah vannorstrand,a certain tree (2007),null,eng.
3525,6,le rapid' blanc - les plus grands succes,marcel amont,,'94,french
4554,006,fading away (we all fall down),prozak,we all fall down,2013,
5045,9,my father's house,bruce springsteen,"the spl live collection, volume 7: nebraska",,english
17825,005,music when the lights go out (the libertines),libertines,the libertines,2011,
7278,10,chen yi xun  - gu du tan ge,,eason 4 a change & hits,02,chinese
5479,2,002-not defeat myself,stegosaurus,stegosaurus (unknown),null,eng.
10155,8,ladysmith black mambazo - woza ngihambe nawe (nu-life mix),,the chillout essions,,null
6894,9,distant lover - brotherhood,ronnie laws,,'93,english
2614,2,gustav mahler - symphony no. 9 in d major: iv. adagio,,symphony no. 9,80,english
4084,12,like this like that,mauro picottro,eesti superhitt 2001,2001,english
1516,055,nimbasa city (nintendo ds pokemon black * white super music collection),jing shan jiang tai,nintendo ds pokemon black * white super music collection,2010,
8017,008,letters home (continent),cfcf,continent,2009,04:59
6415,8,elon bolier - [unknown],,"2009-04-19: a state of trance #400, ""72 hours radio, part 9: leon bolier""",,english
16847,8,les bottes rouges,les wampas,simple et tendre,1993,french
14673,004,for the pathetic (retrogression),retrogression,retrogression,2012,
3260,005,you belong to my heart (spanish guitars),al caiola,spanish guitars,1961,
16512,10,status quo - going down town tonight,,back to back,06,english
10764,1,into sin - from within,luminis,,'11,english
16097,7,007-moscova (russia),gundula gruen,gypsy music for c instruments (2007),null,eng.
13083,2,second suite in f for military band op.28b: i. march,,basic band repertory (1996),null,eng.
17336,11,kill your propaganda now - kobayashi i,kobayashi,,'00,english
10819,5,122504,luigi boccherini,"complete symphonies, vol. ii (deutsche kammerakademie neuss feat. conductor: johannes goritzki)  (unknown)",null,eng.
12772,15,la adelita,amparo ochoa,cantos ferrocarrileros,1995,spanish
6424,006,cherrta (10 let za 2 nedeli),evgenii sobolev,10 let za 2 nedeli,2011,
3707,2,003-no new to dis,regga b,madbull riddim (unknown),null,eng.
4394,7,007-sunrice blue,"sophie gonthier, lee ranaldo, noel akchote, jean-marc montera, ernie brooks, ahmad compaore & fanny paccoud",what's up? (femmes poetes de la beat generation) (unknown),null,eng.
7012,4,parting aat morning,tom fahy,a shortaffair,2004,english
4999,4,"piano trio no. 1 in b major, op. 8: iv. allegro - piano trios opp. 8, 87, & 101",johannes brahms,,'94,english
16630,111,flashes and cables (sxsw 2005 showcasing artists),centro-matic,sxsw 2005 showcasing artists,2005,
18733,4,004-hidden portrait,steve hunter,the deacon (unknown),null,eng.
4932,1,rhapsodic quintet - clarinet quintets,herbert howells,,'91,engilsh
6516,9,together we fall - [untitled],,disintegrated 2000,00,english
8942,24,"arbeit, soziales und gesundheit - einleitung - wahlprogramm zur landtagswahl in baden-wurttemberg 2011",piratenpartei baden-wurttemberg,,,german
3644,3,niazura - afterschool,,sea of stars,14,null
13175,3,the wishing well - space to divide in half,soma,,'10,english
10513,7,007-arrow,flying horseman,wild eyes (2010),null,eng.
18079,11,"011-variations in e-flat major, oop. 44: vii.",ludwig van beethoven,"the complete cycle of trios, vol. i (2003)",null,eng.
2561,011,heil: pink flesh (human garbage assembly line),carella ross,human garbage assembly line,2011,
8938,024,all the pretty little horses (instrumental) (rock-a-bye veggie),veggietales,rock-a-bye veggie,2007,
11792,1,001-i put a spell on you,bryan ferry,taxi (1993),null,eng.
6274,14,[untitled],ester kocickova a lubomir nohavica,druhe album,2003,czech
9405,19,the lucky one (live version),faith hill,"promo only: country radio, july 2006",2006,english
7790,17,din telefon,herreys,gyllene hits,2002,[multiple languages]
14348,1,001-everybody's free (to wear sunscreen),baz luhrmann,now thats what i call music! 43 (1999),null,en g.
1402,14,3 inches of blood - onward to valhalla,,battlecry,,english
13797,23,the big it up yodel (edit),igor dvorkin,"comedy, silent movies, piano",2003,english
3703,4,duok man (long mix),sel,duok man,2001,lithuanian
13052,003,hang on to a dream (snakes 'n' ladders),nazareth,snakes 'n' ladders,1989,
16703,4,softkey - adventures in science,paul osborne,,,english
5852,8,ulla meineckre - bekanntenkreis,,kurz nach acht,87,german
12276,8,008-sunday bloody sunday,u2,elevation: live from boston (unknown),null,eng.
3170,003,umbrella (hardcore mix) (hardcore adrenaline 3),sound selektaz,hardcore adrenaline 3,2007,
18964,6,006-nomad,joy jones,godchild (2009),null,eng.
6108,5,005-huo se sheng xiang,,emi xing xing chuan ji george lam (2006),null,unknown
1428,6,bluegrass student union - in my brand new automobile,,legacy,,null
13754,2,six cats on a dead man's chest,edward ka-spel,angelus obscuros,2001,english
10199,12,quisiera,ella baila sola,lo echamos a suertes (unknown),null,spa.
10305,9,lake - hopeless love,,rock & pop diamonds 1979,91,english
9501,011,"concerto grosso in b flat major, op. 3, no.2 - largo (albinoni, pachelbel)",george frideric handel,"albinoni, pachelbel",1992,
16107,6,heidi vs. riton - vejer,,"monza club.ibiza.compilation, volum e 1",06,english
5072,b,00b-uniao,blind pigs,sentinela dos mares (2013),null,por.
352,004,symphonie no. 9: iv. allegro con fuoco (antonin dvorak: symphony no. 9 / bedrich smetana: die moldau (berliner philharmoniker & boston symphony orchestra)),antonin dvorak,antonin dvorak: symphony no. 9 / bedrich smetana: die moldau (berliner philharmoniker & boston symphony orchestra),,
18106,1,trench,shaman,shaman,2000,english
19086,1,a warm welcome - kokaiinum,illdisposed,,'04,english
7184,4,unknown,,symphony in d minor / symphonic variations (vienna philharmonic orchestra feat. conductor: carlos maria giulini),94,english
6333,20,boat to sail,jackie deshannon,the best of,,english
10751,9,009-love of my life,david palmer,passing open windows: a symphonic tribute to queen (1996),null,eng.
5356,3,journey - wheel in the sky,,jagermeister rock-hits der 70er,03,english
10593,11,mirtia (myrtle) - theodorakis sings theodorakis,mikes theodorakes,,'91,greek
18292,9,marilyn manson - rock is dead,,"2007-08-23: sleep train pavilion, concord, ca, usa",,english
3339,9,der kompagnon - nichtarische arien,georg kreisler,,'99,german
15537,8,008-dizzy buggin',lester peabody,focus on guitars (1997),null,eng.
5437,10,010-vinvm sabbati,behemoth,thelema.6 (unknown),null,eng.
140,5,bagad ronsed-mor - gavoten ar vro boulet,,mega celtique,06,english
15236,8,perk,the jesus lizard,liar,1992,nglish
1805,8,zaho - jardin d'eden,,contagieuse,12,french
16,14,marlene dietrich - wo ist der mann?,,die fruhen aufnahmen,,[multiple languages]
11514,002,high heel sneaker (just rock'n'roll music),bill haley & his comets,just rck'n'roll music,1973,
15102,9,blue foundation - eyes on fire,,twilight (deluxe edition),08,english
6595,1,ole,madrid de los austrias,amor,2001,[multiple languages]
16999,2,002-apenas hay rivales,l.ur.,n-vidia (2005),null,spa.
17619,1,no-neck blues band - the emblematic cut,,the birth of both worlds,98,english
12065,1,dammerfarben - wandernd,,im abendrot,11,german
17070,4,"the mathematics of murder - love, hate and trucks",autem,,,english
11855,9,009-nai,anubia,segredo a voces (unknown),null,gal.
370,3,003-it's all over,reckless kelly,millican (unknown),null,eng.
12808,14,014-nobody's supposed to be here (hex hector dance mix),deborah cox,ultimate dance party: the best of!! (2002),null,eng.
16121,10,lillis melodie,niki reiser,im winter ein jahr,2008,german
211,14,black tape for a blue girl - we watched our sad-eyed angel fall,,with a million tear-stained memories,03,english
12919,9,carly simon - all i want is you,,greatest hits live,88,english
2866,008,"alive (feat. dick rules) (future trance, volume 25)",marc acardipane,"future trance, volume 25",2003,
9681,2,janvs - saphire,,vega,08,italian
923,z,warrant - d.r.f.5.r.,,live in long beaeh 1990,,englis h
9706,6,xi mie wu xi wai - long time no see,softhard,,'06,
10966,10,global conflict (a),robert foster & richard wells,global shockwave,,english
11204,2,something or nothing - free me,uriah heep,,'95,english
19141,10,mark stoermer - another life,,another lifue,11,english
13289,15,recuerdo - tango argentino - el motivo,trio hugo diaz,,,english
11706,3,bill fay - there's a price upon my head,,still some light,10,english
16318,9,009-live at the witch trials,the fall,live at the witch trials (2004),null,enng.
2656,009,traitor (snow white: a tale of terror),john ottman,snow white: a tale of terror,1998,
5084,3,003-azure,duke ellington & his orchestra,the i like jazz: the essence of duke ellington (1991),null,eng.
13783,025,scarlett's dream of rhett,john morris,scarlett,,
5265,18,die toten hosen - niemals einer meinung,,quote : niemals einer meinung,96,german
11781,9,anna's empty conscious for the blessed - don't worry lady,i hate sally,,'07,engliish
7954,5,005-basket case,eon,aural ecstasy: the best of techno (19933),null,eng.
6670,8,love is all around,wet wet wet,90 hits of the 90s,2013,english
5169,10,010-half-caste woman,noel coward,i went to a marvellous party: his 45 finest (2010),null,eng.
10862,1,all my faith lost ... - the sky of the lake,,"in a sea, in a lake, in a rivre ... ... or in a teardrop",2,english
5067,4,course of empire  joy,,infested!,93,english
803,2,sambula - light,ethel,,'06,english
1561,7,null,sokak kopekleri,,'07,turkish
8494,3,origa - sineva,,rira kara no kaze,96,japanese
15464,2,the puppy song - outertainment,peter stampfel & baby gramps,,'10,english
8803,3,birthday,d'sound feat.  tony momrelle,null,2006,english
16665,9,what she's looking for,chase coy,look how far we've come,2008,engzlish
6468,10,company,the dodos,time to die,2009,english
2992,001,rebellious jukebox (words of expectation),fuall,words of expectation,2006,
3671,10,010-maiden voyage (extended mix),monday michiru,reload: the remix collection (2001),null,jap.
11473,unk.,tong noyi  (instrumental),access,tong noyi,'07,japanese
1583,24,hasta el final - final boss,dremen,,'12,[multiple languages]
5137,10,tijd genoeg,doe maar,de doos van doe maar,2012,dutch
18275,7,ich mochte der knopf an deiner bluse sein (neuaufnahme) - schlager platin edition,bata illic,,'09,german
14318,47,east side story - stereo pop fever,marc durst,,,english
1028,4,gencab - self images,,ii transmuter,08,english
15933,010,garotas duas perfeitas (totalmente pokemon: a musica do seu desenho predileto!),nil bernardes,totalmente pokemon: a musica do seu desenho predileto!,2000,unk.
1253,009,help!!! (house of god),king diamnod,house of god,2000,
16441,5,"005-just dance, lex",killer tom ato,the dream date after party (2009),null,erng.
9475,5,"what would life be without you - lost lust, but living",scenes and sirens,,'07,english
2926,007,all about the paper (we got the funk),dells,we gotthe funk,2002,
9410,16,016-72nd & central,proof feat. obie trie & j-hill,searching for jerry garcia (2005),null,eng.
