cluster,id,number,title,artist,album,year,language
567,12895,5,pleamar - poeta,vicente amigo,,' 97,spanish
567,14695,006,pleamar ( poeta ),vicente amigo,poeta,1997,
567,15389,6,pleamar,vicente amigo,poeta,1997,s .
5368,2818,009,a tonga da mironga do kabulete ( trilha sonora insensato coracao nacional ),"toquinho , vinicius de moraes & monsueto",trilha sonora insensato coracao nacional,,
5368,3558,9,a tonga da mironga do kabulete - trilha sonora insensato coracao nacional,"toquinho , vinicius de moraes & monsueto",,,portuguese
5368,8954,9,"toquinho , vinicius de moraes & monsueto - a tonga da mironga do kabulete",,trilha sonora insensato coracao nacional,,portuguese
5368,10336,9,009 - a tonga da mironga do kabulete,"toquinho , vinicius de moraes & monsueto",trilha sonora insensato coracao nacional ( unknown ),null,por .
5368,17380,9,a tonga da mironga do kabulete,"toquinho , vinicius de moraes & monsueto",trilha sonora insensato coracao nacional,,portuguese
3241,3030,5,alfie boe - if i can dream,,storyteller,,english
3241,6223,005,if i can dream ( storyteller ),alfie boe,storyteller,,
7311,9595,014,ero ( rajan piirsin taa ),liekkki,rajan piirsin taa,2005,
7311,14119,14,ero,liekki,rajan piirsin taa,2005,finnishh
8378,16260,a,lipgloss,pulp,lipgloss,' 93,english
8378,18145,a,00a - lipgloss,pulp,lipgloss ( 1993 ),null,eng .
9624,291,8,katy moffatt - miss otis regrets,,angeel town,97,english
9624,18649,008,miss otis regrets ( angel town ),katy moffatt,angel town,1998,
9423,12244,4,take it or leave it - get mooned,moon ' doc,,' 96,english
9423,18270,4,moon ' doc - take it or leave it,,get mmooned,96,english
5096,2516,001,the,marilyn manson,"2001 - 06 - 08 : new world music theatre , tinley park , il , usa",,
5096,9825,1,the reflecting god,marilyn manson,"2001 - 06 - 08 : new world music theatre , tinley park , il , usa",,english
9077,11346,1,001 - almost brave,$ wingin ' utter $,live at the fireside bowl ( 1995 ),null,eng .
9077,16094,1,almost brave - live at the fireside bowl,$ wingin ' utter $,,' 95,english
9077,17601,1,$ wingin ' utter $ - almost brave,,live at the fireside bowl,95,english
5687,6811,7,rosanna rocci - ciao bello ( viva la vita ),,das fuhlt sich gut an,05,german
5687,10931,7,ciao bello ( viva la vita ),rosanna rocci,das fuhlt sich gut an,2005,german
5687,11503,7,ciao bello ( viva la vita ) ( das fuhlt sich gut an ),rosanna rocci,fuhlt sich gut an,2005,
3928,2845,003,sunrise ( core duo ),wild marmalade,core duo,,
3928,7568,3,003 - sunrise,wild marmalade,core duo ( unknown ),null,eng .
3928,11073,3,wild marmalade - sunrise,,core duo,,english
3928,13522,3,sunrsie,wild marmalade,core duo,,english
5784,7652,4,you ' re the heart of me,kathy troccoli,greatest hits,2003,english
5784,9953,4,004 - you ' re the heart of me,kathy troccoli,greatst hits ( 2003 ),null,eng .
5784,10055,004,you ' re the heart of me ( greatest hits ),kathy troccoli,greatest hits,2003,
5784,11111,4,you ' re the heart of me - greatest hits,katyh troccoli,,' 03,english
8981,14640,001,dong noyao jing ( feng li chinu ),song tian sheng zi,feng li chinu,1983,
8981,17431,1,dong noyao jing,song tian sheng zi,feng li chinu,1983,japanese
8596,3801,6,along the road to gundagai,joel harvey,osn of the southern cross,2000,english
8596,7238,007,along the road to gundagai ( son of the southern cross ),joel harvey,son of the southern cross,2000,
8596,16693,7,007 - along the road to gundagai,joel harvey,son of the southern cross ( 2000 ),null,eng .
38,74,2,lark daddy - flip flop,,eleven phases : detroit compilation,98,english
38,16070,2,flip flop - eleven phases : detroit compilation,lark daddy,,' 98,english
1044,1966,7,007 - chases,mclusky,"2002 - 10 - 29 : the boat club , nottingham , uk ( unknown )",null,eng .
1044,4392,007,"chases ( 2002 - 10 - 29 : the boat club , nottingham , uk )",mclusky,"2002 - 10 - 29 : the boat club , nottingham , uk",,
1044,8301,7,chases,mclusky,"2002 - 10 - 29 : the boat club , nottingham , uk",,english
1044,12577,7,mclusky - chases,,"2002 - 10 - 29 : the boat club , nottingham , uk",,english
1044,16710,7,"chases - 2002 - 10 - 29 : the boat club , nottingham , uk",mclusky,,,english
3581,6885,17,crisis,xiao zhong liang tai,shin megami tensei iv original soundtrack,2014,english
3581,10886,17,xiao zhong liang tai - crisis,,shin megami tensei iv original soundtrack,14,english
3581,12029,017,crisis ( shin megami tensei iv original soundtrack ),xiao zhong liang tai,shin megami tensei iv original soundtrack,2014,
2575,4954,6,"pms orange 021c ( m51 , y76 )",so takahashi,nubus ( 2001 ),null,eng .
2575,6147,6,"pms orange 021c ( m51 , y76 )",so takahas hi,nubus,2001,english
1968,3798,1,attack in black - come what may,,marriage,07,english
1968,3972,1,come what may - marriage,attack in black,,' 07,english
1968,8368,001,come what may ( marriage ),attack - in - black,marriage,2007,
1968,13382,1,001 - come what may,attack in black,marriage ( 2007 ),null,eng .
1968,16709,1,come what may,attack in black,marriage,2007,english
1011,1903,006,interlude ( love album ),sunny day service,love album,2000,
1011,13444,6,,sunny day service,,' 00,japaneese
1011,15850,6,sunny day service - interlude,,love album,00,japanese
1549,2761,009,acid jack ( fabric 21 : dj heather ( radio mix )),max renn,fabric 21 : dj heather ( radio mix ),2005,
1549,2975,9,acid jack,max renn,fabric 21 : dj heather ( radio mix ),2005,english
3091,4876,012,dissonance ( a soldier ' s story ),danny breaks,a soldier ' s story,1000,
3091,5933,12,dissonance,danny breaks,a soldier ' s story,1999,english
2835,1171,15,most people get married - mad men : a musical companion ( 1960 - 1965 ),patti page,,,english
2835,5447,15,patti page - most people get married,,mad men : a musical companion ( 1960 - 1965 ),,english
8985,1058,10,"010 - zum abendsegen "" herr , sei gnadig unserm flehn """,felix mendelssohn,"mtoets op . 23 , 69 & 7 & / psaume 100 / m issa bre ve ( rias - kamme - chor f . conductor : marcus creed )",null,ger .
8985,17438,10,"zum abendsegen "" herr , sei gnadig unserm flehn "" - motets op . 23 , 69 & 78 / psaume 100 / missa breve ( rias - kammerchor feat",felix mendelssohn,,' 00,erman
3782,5824,9,009 - stay away,nirvana,nevermind ( 2011 ),null,eng .
3782,7268,9,stay away - nevermind,nirvana,,' 11,english
9598,1106,10,010 - don juan op . 20,richard strauss,also sprach zarathustra / don juan / till eulenspiegel ( 1958 ),null,er .
9598,6785,10,don juan op . 20 - also sprach zarathustra / don juan / till eulenspiegel,richard strauss,,' 58,german
9598,18594,n . a .,richard strauss - don juan op . 20,,also sprach zarathustra / don juan / till eulenspiegel,58,german
3100,5368,7,spirited land ov thorns - eternal wrath,preludium,,,english
3100,5947,007,spirited land ov thorns ( eternal wrath ),preludium,eternal wrath,,
3100,6271,7,preludium - spirited land ov thorns,,eternal,,english
2617,5040,0c7,aqua dementia ( live at brixton ),mastodon,live at brixton,2014,
2617,9870,c7,mastodon - aqua dementia,,live at brixton,14,english
9208,16593,5,duke ellington & his orchestra - i ' m beginning to see the light,,giants of jazz,03,english
9208,17862,005,i ' m beginning to see the light ( giants of jazz ),duke ellington & his orchestra,giants of jazz,2003,
2366,3545,006,"cantata , bwv 172 "" erschallet , ihr lieder "": vi . chorale "" von gott kommt mir ein freudenschein "" ( whitsun cantatas )",johann sebastian bach,whitsun cantatas,2009,
2366,4559,6,"cantata , bwv172 "" erschallet , ihrlieder "": vi . chorale "" vongottkommtmireinfreudenschein """,johannsebastianbach,whitsuncantatas,2009,[ multiplelanguages ]
264,487,4,adolphson & falk - mer jul,,absolute christmas,08,[ multiple languages ]
264,10726,4,mer jul - absolute christmas,adolphson & falk,,' 08,[ multiple _ languages ]
4122,7953,12,"var . 11 . allegretto , op . 120 - ludwig van beethoven diabelli variations",mikulas skuta,,' 13,slovak
4122,8277,12,"var . 11 . allegretto , op . 120",mikulas skuta,ludwig van beethoven diabelli variations ( 2013 ),null,slo .
9870,10897,5,ultimate scmutz - nestillik,etsillik,,' 01,english
9870,19128,5,netsillik - ultimates cmutz,,netsillik,01,english
766,1457,4,dark are the veils of death ( live ) - nightfall,candlemass,,' 01,english
766,3751,4,004 - dark are the veils of death ( live ),candlemass,nightfall ( 2001 ),null,
766,12680,4,dark are the veils of death ( live ),candlemass,nightfall,2001,unk .
8590,5783,10,barodarho ( live at metro ) - sturmer,barodarho,,' 03,[ multiplelanguages ]
8590,9831,10,barodarho ( livpe at metro ),barodarho,sturmer,03,[ multiple languages ]
8590,14181,10,barodarho ( live aat metro ),barodarho,sturmer,2003,[ multiple languages ]
8590,16683,20,barodarho ( live at metro ) ( sturmer ),barodarho,sturmer,2003,
8590,16985,10,010 - barodarho ( live at metro ),barodaroh,sturmer ( 2003 ),null,unknown
8629,895,003,esquizoide ( en concierto ),iconoclasta,en concierto,1990,
8629,7618,3,003 - esquizoide,iconoclasta,en concierto ( 1990 ),null,sa .
8629,16767,3,esquizoide i - en concierto,iconoclasta,,' 90,spanish
8629,19273,3,esquizoide,iconoclasta,en concierto,1990,spanish
7014,11744,8,i come for your children - songs of lust and corrosion,skumlove,,' 08,english
7014,13538,8,skumlove - i come for your children,,songs of lust and corrosion,08,english
8264,4053,a1,i feel you - songs of faith and devotion,depeche mode,,' 93,english
8264,10186,a1,depeche mode - i fel you,,songs of faith and devotion,93,english
8264,16043,0a1,i feel you ( songs of faith and devotion ),depeche mode,songs of faith and devotion,1993,
2827,5431,6,chaos - angels come,,dbeut,06,[ multiple languages ]
2827,8596,6,angels come - debut,rchaos,,' 06,[ multiple languages ]
6968,13450,20,sub oslo - prisoner of dub,,babylon is ours : the usa in dub,03,english
6968,14077,10,prisoner of dub - babylon is ours : the usa in dub,sub oslo,,' 03,english
1258,2415,5,"005 - suite fur violoncello nr . 2 in d - moll , op . 131c : gavotte : allegretto",max reger,die klassiksammlung 91 : reger : spatromantische kammermusik ( 1996 ),null,ger .
1258,16419,5,"suite fur violoncello nr . 2 in d - moll , op . 131c : gavotte : allegretto",max reger,die klassiksammlung 91 : reger : spatromantische kammermusik,1996,german
424,793,012,mommy ( abigail ii : the revenge ),king diamond,abigail ii : the revenge,2002,
424,17846,12,king diamond - mommy,,abigail ii : the revenge,02,english
278,513,22,022 - memoirs shopping,jon rose & otomo yoshihide,tatakiuri ( 1995 ),null,eng .
278,948,22,jon rose & otomo yoshihide - memoirs shopping,,tatakiuri,95,english
278,1172,022,memoirs shopping ( tatakiuri ),jon rose & otom oyoshihide,tatakiuri,1995,
278,18965,22,memoirs shopping,jon rose & otomo yoshihide,tatakiuri,1995,english
278,19281,22,memoirs shfopping - tatakiuri,jon rose & otomo yoshihide,,' 95,english
1544,2964,8,darryl way - juliet,,under the soft,91,english
1544,16197,8,008 - juliet,darryl way,under the soft ( 1991 ),null,eng .
1544,18299,8,8,darryl way,,' 91,english
2064,3989,3,regine velasquez - mancini ( medley ),,regine live : songbird sings the classics,00,english
2064,14971,3,mancini ( medley ) - regine live : songbird sings the classics,regine velasquez,,' 00,english
2551,908,007,devotion ( armin remix ) ( trancemaster 2006 ),yahel,trancemaster 2006,2000,
2551,4915,7,devotion ( armin remix ),yahel,trancemaster 2006,2000,english
1579,3033,6,szal,edyta bartosiewicz,dzis sa moje urodziny,1999,polish
1579,18596,006,szal ( dzis sa moje urodziny ),edyta bartosiewicz,dzis sa moje urodziny,1999,
612,1159,009,"live at lovefield festival , parts i - xi ( namlook xii )",namlook,namlook xii,1997,
612,10311,9,"namlook - live at lovefield festival , parts i - xi",,namlook xii,97,english
4186,5825,022,"flirtfehler ( incl . loffeltanz ) ( singles , paare , paradiese )",david leukert,"singles , paare , paradiese",2004,
4186,8077,22,flirtfehler ( incl . olffeltanz ),david leukert,"singles , paare , paradiese",2004,german
8944,3799,9,tim minchin - confessions,,ready for this ?,10,english
8944,12111,9,009 - confessions,tim minchin,ready for this ? ( 2010 ),null,eng .
8944,12955,9,confessions - ready for this ?,tim minchin,,' 10,engl ish
8944,17360,009,confessions ( ready for this ?),tim minchin,ready for this ?,2010,
4345,7785,3,gov ' t mule - just got paid,,the georgia bootleg box,12,english
4345,8398,003,just dgot paid ( the georgia bootleg box ),gov ' t mule,the georgia bootleg box,2012,
6329,5490,3,003 - wanderer ' s song,the new seekers,we ' d like to teach the world to sing ( unknown ),null,eng .
6329,10629,3,wanderer ' s song,the new seekers,we ' d like to teach the world to sing,,english
6329,12168,1,wanderer ' s song - we ' d like to teach the world to sing,new seekers,,,english
9718,2011,1,under the greenwood tree,breadmachine,under the greenwood tree,2007,english
9718,7921,001,under - the - greenwood - tree,breadmachine,under the greenwood tree,2007,
9718,11054,1,001 - under the greenwood tree,breadmachine,under the greenwood tree ( 2007 ),null,eng .
9718,18837,1,under the greenwood tree,breadmachine,under the greenwood tree,' 07,english
2918,5606,5,rise of arabia - moongod,aeternam,,' 12,english
2918,14891,5,005 - rise of arabia,aeternam,moongod ( 2012 ),null,eng .
4202,5281,11,011 - stormy,scott walker,scott : the collection 1967 - 1970 ( 2013 ),null,eng .
4202,8105,011,stormy ( scott : the collection 1967 - 1970 ),scott walker,scott : the collection 1976 - 1970,2013,
4202,11307,11,stormy,scott walker,scott : the collection 1967 - 1970,2013,english
4202,14403,11,stormy - scott : the collection 1967 - 1970,scott walker,,' 13,english
4202,18908,11,scott walker - stormy,,scott : the collection 1967 - 1970,13,english
2511,2675,009,far beyond the world,ten,far beyond the world,2001,
2511,4836,9,far beyond the world,ten,far beyond the world,2001,english
1860,3597,7,"joseph haydn - sonata no . 44 in f major , hob xvi : 29 : i . moderato",,the complete haydn piano sonatas,08,english
1860,12550,7,"sonata no . 44 in f major , hob xvi : 29 : i . moderato - the complete haydn piano sonatas",joseph haydn,,' 08,english
9579,815,1,2 smooth,webbie,savage life 2,2008,english
9579,10909,1,001 - 2 smooth,webbie,savage life 2 ( 2008 ),null,eng .
9579,14801,1,2smoothsavagelife2,webbie,,' 08,english
9579,17411,1,webbie - 2 smooth,,savage life 2,08,english
9579,18564,001,2 smooth ( savage life 2 ),webbie,savage life 2,2008,
9487,18083,2,002 - insecurity,,freak show ( 1995 ),null,eng .
9487,18396,2,insecurity - freak show,freezpe,,' 95,english
5327,2124,14,action in the dusk - gaewa neugdaeyi sigan,[ unknwn ],,,korean
5327,10133,14,[ unknown ] - action in the dusk,,gaewa neugdaeyi sigan,,korean
5327,10258,14,action in the dusk,[ unknown ],gaewa neugdaeyi sigan,,korean
5327,14772,014,action in the dusk ( gaewa neugdaeyi sigan ),[ unknown ],gaewa neugdaeyi sigan,,
5327,17935,14,014 - action in the dusk,[ unknown ],( unknown ),null,kor .
7443,10809,9,mira - mietin,,miljoona volttii,97,finnish
